,Class,probability,long,lat,Distance,character,color_shape,color_char
606,['rectangle'],,,,0,not found,not found,not found
607,['trapezoid'],,,,0,not found,not found,not found
608,['Human'],,,,0,not found,not found,not found
609,['rectangle'],,,,0,not found,not found,not found
610,['trapezoid'],,,,0,not found,not found,not found
611,['rectangle'],,,,0,not found,not found,not found
612,['trapezoid'],,,,0,not found,not found,not found
613,['Human'],,,,0,not found,not found,not found
614,['rectangle'],,,,0,not found,not found,not found
615,['trapezoid'],,,,0,not found,not found,not found
616,['rectangle'],,,,0,not found,not found,not found
617,['trapezoid'],,,,0,not found,not found,not found
618,['Human'],,,,0,not found,not found,not found
619,['rectangle'],,,,0,not found,not found,not found
620,['trapezoid'],,,,0,not found,not found,not found
621,['rectangle'],,,,0,not found,not found,not found
622,['trapezoid'],,,,0,not found,not found,not found
623,['Human'],,,,0,not found,not found,not found
624,['rectangle'],,,,0,not found,not found,not found
625,['trapezoid'],,,,0,not found,not found,not found
626,['rectangle'],,,,0,not found,not found,not found
627,['trapezoid'],,,,0,not found,not found,not found
628,['Human'],,,,0,not found,not found,not found
629,['rectangle'],,,,0,not found,not found,not found
630,['trapezoid'],,,,0,not found,not found,not found
631,['rectangle'],,,,0,not found,not found,not found
632,['trapezoid'],,,,0,not found,not found,not found
633,['Human'],,,,0,not found,not found,not found
634,['rectangle'],,,,0,not found,not found,not found
635,['trapezoid'],,,,0,not found,not found,not found
636,['rectangle'],,,,0,not found,not found,not found
637,['trapezoid'],,,,0,not found,not found,not found
638,['Human'],,,,0,not found,not found,not found
639,['rectangle'],,,,0,not found,not found,not found
640,['trapezoid'],,,,0,not found,not found,not found
641,['rectangle'],,,,0,not found,not found,not found
642,['trapezoid'],,,,0,not found,not found,not found
643,['Human'],,,,0,not found,not found,not found
644,['rectangle'],,,,0,not found,not found,not found
645,['trapezoid'],,,,0,not found,not found,not found
646,['rectangle'],,,,0,not found,not found,not found
647,['trapezoid'],,,,0,not found,not found,not found
648,['Human'],,,,0,not found,not found,not found
649,['rectangle'],,,,0,not found,not found,not found
650,['trapezoid'],,,,0,not found,not found,not found
651,['rectangle'],,,,0,not found,not found,not found
652,['trapezoid'],,,,0,not found,not found,not found
653,['Human'],,,,0,not found,not found,not found
654,['rectangle'],,,,0,not found,not found,not found
655,['trapezoid'],,,,0,not found,not found,not found
656,['rectangle'],,,,0,not found,not found,not found
657,['trapezoid'],,,,0,not found,not found,not found
658,['Human'],,,,0,not found,not found,not found
659,['rectangle'],,,,0,not found,not found,not found
660,['trapezoid'],,,,0,not found,not found,not found
661,['rectangle'],,,,0,not found,not found,not found
662,['trapezoid'],,,,0,not found,not found,not found
663,['Human'],,,,0,not found,not found,not found
664,['rectangle'],,,,0,not found,not found,not found
665,['trapezoid'],,,,0,not found,not found,not found
666,['rectangle'],,,,0,not found,not found,not found
667,['trapezoid'],,,,0,not found,not found,not found
668,['Human'],,,,0,not found,not found,not found
669,['rectangle'],,,,0,not found,not found,not found
670,['trapezoid'],,,,0,not found,not found,not found
671,['rectangle'],,,,0,not found,not found,not found
672,['trapezoid'],,,,0,not found,not found,not found
673,['Human'],,,,0,not found,not found,not found
674,['rectangle'],,,,0,not found,not found,not found
675,['trapezoid'],,,,0,not found,not found,not found
676,['rectangle'],,,,0,not found,not found,not found
677,['trapezoid'],,,,0,not found,not found,not found
678,['Human'],,,,0,not found,not found,not found
679,['rectangle'],,,,0,not found,not found,not found
680,['trapezoid'],,,,0,not found,not found,not found
681,['rectangle'],,,,0,not found,not found,not found
682,['trapezoid'],,,,0,not found,not found,not found
683,['Human'],,,,0,not found,not found,not found
684,['rectangle'],,,,0,not found,not found,not found
685,['trapezoid'],,,,0,not found,not found,not found
686,['rectangle'],,,,0,not found,not found,not found
687,['trapezoid'],,,,0,not found,not found,not found
688,['Human'],,,,0,not found,not found,not found
689,['rectangle'],,,,0,not found,not found,not found
690,['trapezoid'],,,,0,not found,not found,not found
691,['rectangle'],,,,0,not found,not found,not found
692,['trapezoid'],,,,0,not found,not found,not found
693,['Human'],,,,0,not found,not found,not found
694,['rectangle'],,,,0,not found,not found,not found
695,['trapezoid'],,,,0,not found,not found,not found
696,['rectangle'],,,,0,not found,not found,not found
697,['trapezoid'],,,,0,not found,not found,not found
698,['Human'],,,,0,not found,not found,not found
699,['rectangle'],,,,0,not found,not found,not found
700,['trapezoid'],,,,0,not found,not found,not found
701,['rectangle'],,,,0,not found,not found,not found
702,['trapezoid'],,,,0,not found,not found,not found
703,['Human'],,,,0,not found,not found,not found
704,['rectangle'],,,,0,not found,not found,not found
705,['trapezoid'],,,,0,not found,not found,not found
706,['rectangle'],,,,0,not found,not found,not found
707,['trapezoid'],,,,0,not found,not found,not found
708,['Human'],,,,0,not found,not found,not found
709,['rectangle'],,,,0,not found,not found,not found
710,['trapezoid'],,,,0,not found,not found,not found
711,['rectangle'],,,,0,not found,not found,not found
712,['trapezoid'],,,,0,not found,not found,not found
713,['Human'],,,,0,not found,not found,not found
714,['rectangle'],,,,0,not found,not found,not found
715,['trapezoid'],,,,0,not found,not found,not found
716,['rectangle'],,,,0,not found,not found,not found
717,['trapezoid'],,,,0,not found,not found,not found
718,['Human'],,,,0,not found,not found,not found
719,['rectangle'],,,,0,not found,not found,not found
720,['trapezoid'],,,,0,not found,not found,not found
721,['rectangle'],,,,0,not found,not found,not found
722,['trapezoid'],,,,0,not found,not found,not found
723,['Human'],,,,0,not found,not found,not found
724,['rectangle'],,,,0,not found,not found,not found
725,['trapezoid'],,,,0,not found,not found,not found
726,['rectangle'],,,,0,not found,not found,not found
727,['trapezoid'],,,,0,not found,not found,not found
728,['Human'],,,,0,not found,not found,not found
729,['rectangle'],,,,0,not found,not found,not found
730,['trapezoid'],,,,0,not found,not found,not found
731,['rectangle'],,,,0,not found,not found,not found
732,['trapezoid'],,,,0,not found,not found,not found
733,['Human'],,,,0,not found,not found,not found
734,['rectangle'],,,,0,not found,not found,not found
735,['trapezoid'],,,,0,not found,not found,not found
736,['rectangle'],,,,0,not found,not found,not found
737,['trapezoid'],,,,0,not found,not found,not found
738,['Human'],,,,0,not found,not found,not found
739,['rectangle'],,,,0,not found,not found,not found
740,['trapezoid'],,,,0,not found,not found,not found
741,['rectangle'],,,,0,not found,not found,not found
742,['trapezoid'],,,,0,not found,not found,not found
743,['Human'],,,,0,not found,not found,not found
744,['rectangle'],,,,0,not found,not found,not found
745,['trapezoid'],,,,0,not found,not found,not found
746,['rectangle'],,,,0,not found,not found,not found
747,['trapezoid'],,,,0,not found,not found,not found
748,['Human'],,,,0,not found,not found,not found
749,['rectangle'],,,,0,not found,not found,not found
750,['trapezoid'],,,,0,not found,not found,not found
751,['rectangle'],,,,0,not found,not found,not found
752,['trapezoid'],,,,0,not found,not found,not found
753,['Human'],,,,0,not found,not found,not found
754,['rectangle'],,,,0,not found,not found,not found
755,['trapezoid'],,,,0,not found,not found,not found
756,['rectangle'],,,,0,not found,not found,not found
757,['trapezoid'],,,,0,not found,not found,not found
758,['Human'],,,,0,not found,not found,not found
759,['rectangle'],,,,0,not found,not found,not found
760,['trapezoid'],,,,0,not found,not found,not found
761,['rectangle'],,,,0,not found,not found,not found
762,['trapezoid'],,,,0,not found,not found,not found
763,['Human'],,,,0,not found,not found,not found
764,['rectangle'],,,,0,not found,not found,not found
765,['trapezoid'],,,,0,not found,not found,not found
766,['rectangle'],,,,0,not found,not found,not found
767,['trapezoid'],,,,0,not found,not found,not found
768,['Human'],,,,0,not found,not found,not found
769,['rectangle'],,,,0,not found,not found,not found
770,['trapezoid'],,,,0,not found,not found,not found
771,['rectangle'],,,,0,not found,not found,not found
772,['trapezoid'],,,,0,not found,not found,not found
773,['Human'],,,,0,not found,not found,not found
774,['rectangle'],,,,0,not found,not found,not found
775,['trapezoid'],,,,0,not found,not found,not found
776,['rectangle'],,,,0,not found,not found,not found
777,['trapezoid'],,,,0,not found,not found,not found
778,['Human'],,,,0,not found,not found,not found
779,['rectangle'],,,,0,not found,not found,not found
780,['trapezoid'],,,,0,not found,not found,not found
781,['rectangle'],,,,0,not found,not found,not found
782,['trapezoid'],,,,0,not found,not found,not found
783,['Human'],,,,0,not found,not found,not found
784,['rectangle'],,,,0,not found,not found,not found
785,['trapezoid'],,,,0,not found,not found,not found
786,['rectangle'],,,,0,not found,not found,not found
787,['trapezoid'],,,,0,not found,not found,not found
788,['Human'],,,,0,not found,not found,not found
789,['rectangle'],,,,0,not found,not found,not found
790,['trapezoid'],,,,0,not found,not found,not found
791,['rectangle'],,,,0,not found,not found,not found
792,['trapezoid'],,,,0,not found,not found,not found
793,['Human'],,,,0,not found,not found,not found
794,['rectangle'],,,,0,not found,not found,not found
795,['trapezoid'],,,,0,not found,not found,not found
796,['rectangle'],,,,0,not found,not found,not found
797,['trapezoid'],,,,0,not found,not found,not found
798,['Human'],,,,0,not found,not found,not found
799,['rectangle'],,,,0,not found,not found,not found
800,['trapezoid'],,,,0,not found,not found,not found
801,['rectangle'],,,,0,not found,not found,not found
802,['trapezoid'],,,,0,not found,not found,not found
803,['Human'],,,,0,not found,not found,not found
804,['rectangle'],,,,0,not found,not found,not found
805,['trapezoid'],,,,0,not found,not found,not found
806,['rectangle'],,,,0,not found,not found,not found
807,['trapezoid'],,,,0,not found,not found,not found
808,['Human'],,,,0,not found,not found,not found
809,['rectangle'],,,,0,not found,not found,not found
810,['trapezoid'],,,,0,not found,not found,not found
811,['rectangle'],,,,0,not found,not found,not found
812,['trapezoid'],,,,0,not found,not found,not found
813,['Human'],,,,0,not found,not found,not found
814,['rectangle'],,,,0,not found,not found,not found
815,['trapezoid'],,,,0,not found,not found,not found
816,['rectangle'],,,,0,not found,not found,not found
817,['trapezoid'],,,,0,not found,not found,not found
818,['Human'],,,,0,not found,not found,not found
819,['rectangle'],,,,0,not found,not found,not found
820,['trapezoid'],,,,0,not found,not found,not found
821,['rectangle'],,,,0,not found,not found,not found
822,['trapezoid'],,,,0,not found,not found,not found
823,['Human'],,,,0,not found,not found,not found
824,['rectangle'],,,,0,not found,not found,not found
825,['trapezoid'],,,,0,not found,not found,not found
826,['rectangle'],,,,0,not found,not found,not found
827,['trapezoid'],,,,0,not found,not found,not found
828,['Human'],,,,0,not found,not found,not found
829,['rectangle'],,,,0,not found,not found,not found
830,['trapezoid'],,,,0,not found,not found,not found
831,['rectangle'],,,,0,not found,not found,not found
832,['trapezoid'],,,,0,not found,not found,not found
833,['Human'],,,,0,not found,not found,not found
834,['rectangle'],,,,0,not found,not found,not found
835,['trapezoid'],,,,0,not found,not found,not found
836,['rectangle'],,,,0,not found,not found,not found
837,['trapezoid'],,,,0,not found,not found,not found
838,['Human'],,,,0,not found,not found,not found
839,['rectangle'],,,,0,not found,not found,not found
840,['trapezoid'],,,,0,not found,not found,not found
841,['rectangle'],,,,0,not found,not found,not found
842,['trapezoid'],,,,0,not found,not found,not found
843,['Human'],,,,0,not found,not found,not found
844,['rectangle'],,,,0,not found,not found,not found
845,['trapezoid'],,,,0,not found,not found,not found
846,['rectangle'],,,,0,not found,not found,not found
847,['trapezoid'],,,,0,not found,not found,not found
848,['Human'],,,,0,not found,not found,not found
849,['rectangle'],,,,0,not found,not found,not found
850,['trapezoid'],,,,0,not found,not found,not found
851,['rectangle'],,,,0,not found,not found,not found
852,['trapezoid'],,,,0,not found,not found,not found
853,['Human'],,,,0,not found,not found,not found
854,['rectangle'],,,,0,not found,not found,not found
855,['trapezoid'],,,,0,not found,not found,not found
856,['rectangle'],,,,0,not found,not found,not found
857,['trapezoid'],,,,0,not found,not found,not found
858,['Human'],,,,0,not found,not found,not found
859,['rectangle'],,,,0,not found,not found,not found
860,['trapezoid'],,,,0,not found,not found,not found
861,['rectangle'],,,,0,not found,not found,not found
862,['trapezoid'],,,,0,not found,not found,not found
